ID;preco;nrQuartos;nrWC;Sala_estar_m2;lote_m2;nrAndares;vista;condicao;piso_m2;arrecadacao_m2;Ano_construcao;Ano_renovacao
2208;490000;4; 3 ;70;747; 2 ;0;4;272;0;1994;0
2209;470000;3; 2 ;53;1332; 1 ;0;3;146;223;1965;1993
2210;483300;4; 2 ;28;999; 1 ;0;4;109;0;1955;2009
2211;659000;3; 3 ;58;569; 2 ;0;3;226;0;1996;0
2212;480000;4; 2 ;54;389; 1 ;0;3;103;393;1910;2006
2213;165000;3; 1 ;23;594; 1 ;0;3;87;0;1965;1993
2215;219900;3; 1 ;23;697; 1 ;0;4;87;0;1967;0
2216;315000;2; 1 ;40;326; 1 ;0;4;86;263;1924;0
2217;250000;3; 2 ;37;680; 1 ;0;3;102;153;1984;0
2218;268000;2; 1 ;32;450; 1 ;0;3;78;170;1943;2002
2219;380000;4; 2 ;39;1001; 1 ;0;3;102;183;1959;1989
2220;499000;2; 1 ;28;270; 1 ;0;3;83;100;1926;2003
2221;285000;2; 2 ;38;1638; 1 ;0;3;149;0;1946;0
2222;183000;3; 2 ;31;828; 1 ;0;4;120;0;1973;0
2223;1070000;3; 3 ;68;416; 2 ;0;4;201;237;1988;0
2224;429000;3; 4 ;33;112; 3 ;0;3;127;0;2005;0
2225;403000;2; 1 ;26;324; 1 ;0;4;99;0;1926;1993
2226;375500;3; 2 ;36;648; 1 ;0;3;138;0;1975;0
2227;1795000;5; 4 ;122;1551; 2 ;1;3;361;420;1977;2003
2228;516200;3; 2 ;49;464; 1 ;0;5;97;343;1919;1934
2229;385000;4; 2 ;40;788; 1 ;0;3;77;287;1971;0
2230;515000;3; 3 ;42;450; 2 ;0;3;162;0;1996;0
2231;375000;4; 3 ;51;848; 2 ;0;3;199;0;1999;0
2232;650000;4; 3 ;59;876; 2 ;0;4;230;0;1973;0
2233;306888;2; 2 ;23;695; 2 ;0;3;91;0;1981;2013
2234;870000;4; 3 ;78;1102; 2 ;1;3;222;290;1998;2006
2235;310000;4; 1 ;40;997; 2 ;0;3;157;0;1965;1993
2236;251750;3; 2 ;31;648; 1 ;0;5;119;0;1975;0
2238;429950;3; 2 ;47;853; 1 ;0;3;141;147;1951;1994
2239;710000;3; 4 ;57;308; 2 ;0;3;179;150;2000;0
2241;149500;3; 1 ;23;851; 1 ;0;4;91;0;1959;0
2242;310000;3; 3 ;41;609; 1 ;0;3;111;183;1990;2009
2243;555000;3; 2 ;51;448; 2 ;2;4;151;167;1930;0
2244;750000;5; 4 ;64;675; 2 ;1;3;194;200;1937;1997
2245;745000;4; 4 ;81;632; 2 ;0;3;314;0;2006;0
2246;695000;3; 3 ;59;4073; 2 ;0;3;230;0;2001;0
2247;433000;3; 2 ;43;647; 1 ;0;3;114;200;1959;1989
2248;307000;4; 1 ;27;737; 2 ;0;3;104;0;1947;2012
2249;655275;3; 2 ;48;1067; 1 ;0;3;131;197;1962;2003
2250;392000;4; 3 ;45;590; 2 ;0;3;175;0;1990;2009
2252;359950;3; 2 ;44;819; 2 ;0;4;170;0;1952;0
2253;360000;4; 2 ;38;934; 1 ;0;5;147;0;1968;0
2254;566000;4; 2 ;57;450; 1 ;0;3;121;367;1954;2005
2255;700000;5; 3 ;72;884; 2 ;2;4;279;0;1950;1982
2256;415000;3; 3 ;49;544; 2 ;0;3;188;0;2000;0
2257;199500;3; 1 ;21;883; 1 ;0;4;83;0;1962;0
2258;749000;3; 1 ;37;450; 2 ;0;3;142;0;1926;2003
2259;680000;3; 2 ;41;756; 1 ;0;4;131;100;1960;2001
2260;400000;4; 3 ;59;681; 1 ;0;3;130;363;1978;0
2262;589900;4; 5 ;90;3230; 2 ;0;3;228;447;2001;0
2263;480000;5; 3 ;63;855; 1 ;2;4;168;287;1975;0
2264;1059500;5; 4 ;75;344; 2 ;0;3;223;250;2014;0
2266;695000;4; 4 ;82;843; 2 ;0;3;316;0;2001;0
2268;499950;2; 3 ;25;109; 2 ;0;3;85;40;2005;0
2270;303210;4; 3 ;47;450; 2 ;0;3;181;0;2014;0
2271;525000;5; 3 ;67;753; 2 ;0;3;259;0;2006;0
2272;399950;2; 1 ;17;104; 2 ;0;4;64;0;1943;0
2273;850830;3; 3 ;48;1192; 2 ;0;5;114;267;1910;0
2274;371500;3; 2 ;32;750; 1 ;0;5;123;0;1964;0
2276;588000;4; 2 ;39;450; 1 ;0;3;88;233;1950;2005
2277;276900;2; 1 ;31;909; 1 ;2;4;122;0;1952;0
2278;248000;5; 2 ;35;817; 1 ;0;4;136;0;1959;0
2279;280000;3; 3 ;43;595; 2 ;0;3;167;0;1989;0
2280;495000;6; 5 ;80;405; 2 ;0;3;295;53;2007;0
2281;665000;6; 3 ;99;396; 3 ;0;4;272;410;1902;0
2282;290300;2; 1 ;20;349; 1 ;0;4;77;0;1931;0
2283;527000;2; 2 ;38;367; 1 ;0;3;76;267;1921;2000
2284;487028;2; 2 ;30;98; 2 ;0;3;99;63;2007;0
2285;325000;3; 2 ;42;2468; 1 ;0;3;102;220;1978;0
2287;7062500;5; 5 ;233;3359; 2 ;2;3;691;787;1940;2001
2288;354000;3; 1 ;22;933; 1 ;0;3;85;0;1965;1993
2289;262500;3; 2 ;27;802; 1 ;0;3;104;0;1962;2003
2291;220000;3; 1 ;24;567; 1 ;0;3;95;0;1942;1999
2292;650000;2; 1 ;24;518; 1 ;0;5;93;0;1928;1970
2294;800000;4; 4 ;62;360; 2 ;3;4;191;190;1909;1989
2295;1010000;4; 3 ;87;2630; 2 ;0;3;338;0;1987;2000
2296;200000;2; 1 ;16;423; 1 ;0;5;63;0;1953;0
2297;295000;5; 4 ;49;460; 2 ;0;3;127;230;1999;0
2298;580379;4; 3 ;52;2504; 2 ;0;4;202;0;1976;1992
2299;875000;4; 3 ;81;2890; 2 ;0;3;312;0;1995;0
2300;515000;3; 3 ;78;1763; 2 ;0;3;288;57;1951;1994
2301;599000;4; 3 ;65;20778; 2 ;0;3;251;0;1989;0
2302;285000;3; 3 ;43;365; 2 ;0;3;168;0;2005;0
2303;290000;3; 2 ;35;1358; 1 ;0;4;137;0;1968;0
2304;355000;1; 2 ;17;1831; 1 ;0;4;50;67;1946;1989
2305;381000;3; 2 ;34;1027; 1 ;0;3;131;0;1954;2005
2306;571000;3; 3 ;60;672; 2 ;0;3;234;0;1988;2000
2307;852600;4; 3 ;77;1071; 2 ;0;5;239;223;1977;0
2308;1085000;5; 3 ;54;540; 2 ;0;4;211;0;1922;0
2310;514000;3; 2 ;40;531; 1 ;1;3;110;167;1986;0
2312;464000;4; 3 ;51;648; 2 ;0;4;196;0;1989;0
2313;335000;4; 3 ;47;1215; 1 ;0;3;111;267;1963;2008
2314;740000;4; 3 ;58;1605; 2 ;2;3;134;333;1979;2014
2315;465000;4; 2 ;34;482; 1 ;0;3;88;163;1955;2005
2316;700000;3; 3 ;58;664; 1 ;0;5;125;370;1948;1985
2318;350000;3; 4 ;34;143; 2 ;0;3;102;110;2006;0
2319;148000;1; 1 ;14;743; 1 ;0;3;56;0;1939;1969
2320;530000;3; 2 ;36;331; 1 ;0;3;95;167;1927;2011
2321;349000;3; 3 ;33;90; 3 ;0;3;129;0;2002;0
2322;240000;3; 2 ;32;878; 2 ;0;5;122;0;1984;0
2323;330000;3; 3 ;51;680; 2 ;0;3;199;0;1989;0
2324;735000;4; 2 ;57;459; 2 ;0;5;131;337;1909;1988
2325;545000;3; 3 ;51;1412; 1 ;0;4;167;110;1979;0
2326;214950;3; 2 ;36;439; 1 ;0;4;118;87;1977;0
2327;657500;4; 3 ;96;2177; 2 ;0;3;373;0;2002;0
2328;476000;3; 1 ;26;495; 2 ;0;4;103;0;1908;0
2329;2888000;5; 7 ;201;5763; 2 ;4;3;551;850;1965;2003
2330;110000;2; 1 ;19;1350; 1 ;0;3;72;0;1927;2011
2331;292000;4; 3 ;56;692; 2 ;0;3;217;0;2006;0
2332;317000;3; 1 ;27;793; 1 ;0;3;104;0;1952;2008
2333;455000;4; 3 ;74;962; 2 ;2;3;285;0;2001;0
2335;460000;3; 2 ;48;399; 1 ;0;3;93;343;1929;0
2336;405000;3; 2 ;38;648; 1 ;0;3;148;0;1948;1994
2337;333000;2; 1 ;17;602; 1 ;0;3;65;0;1942;1999
2338;427000;4; 1 ;43;426; 2 ;0;1;167;0;1901;0
2339;742000;4; 3 ;65;989; 2 ;0;3;253;0;1997;0
2340;465000;4; 3 ;49;873; 1 ;0;5;119;257;1965;0
2341;809950;4; 3 ;76;556; 2 ;0;3;295;0;2001;0
2342;619400;4; 2 ;49;325; 2 ;0;5;161;100;1927;0
2343;762400;3; 2 ;56;1315; 1 ;1;3;111;400;1949;1970
2344;535000;5; 3 ;59;4430; 2 ;0;4;227;0;1978;2000
2345;881000;5; 3 ;58;371; 2 ;3;5;143;307;1925;0
2347;234000;3; 2 ;38;475; 2 ;0;5;148;0;1910;0
2348;308900;3; 3 ;52;656; 2 ;0;3;203;0;1994;0
2349;450000;4; 3 ;53;1733; 1 ;0;4;207;0;1955;2009
2350;547500;3; 4 ;38;204; 3 ;0;3;149;0;2010;0
2351;399950;2; 1 ;17;102; 2 ;0;4;64;0;1943;0
2353;250000;2; 2 ;23;76; 2 ;0;3;73;59;2006;0
2354;475000;3; 3 ;38;227; 2 ;0;3;147;0;2005;0
2355;415000;4; 3 ;59;405; 2 ;0;3;230;0;2009;0
2356;545000;2; 2 ;29;194; 2 ;0;3;112;0;2014;0
2358;1325000;5; 3 ;74;1814; 1 ;0;3;144;533;1965;1993
2359;784000;3; 4 ;92;9997; 2 ;0;3;221;497;1989;0
2360;610750;4; 3 ;51;657; 2 ;0;3;196;0;1984;0
2361;578000;4; 3 ;73;830; 1 ;2;5;159;457;1966;0
2362;1485000;4; 4 ;94;972; 2 ;0;3;363;0;2006;0
2364;465250;5; 2 ;45;688; 2 ;0;3;175;0;1957;2000
2365;2250000;5; 5 ;113;851; 2 ;1;5;279;587;1905;0
2366;1095000;0;0;71;429; 4 ;2;3;276;0;1990;2009
2367;315000;2; 1 ;23;510; 1 ;0;4;87;0;1908;0
2368;900000;4; 3 ;57;3999; 1 ;0;4;221;0;1957;2001
2369;789500;4; 3 ;70;549; 2 ;0;3;271;0;2005;0
2370;678500;3; 2 ;57;594; 1 ;2;4;123;363;1952;0
2371;342500;3; 2 ;48;1024; 1 ;0;3;187;0;2002;0
2372;860000;4; 4 ;92;631; 2 ;0;3;356;0;2005;0
2373;306000;4; 3 ;58;731; 2 ;0;3;224;0;2001;0
2374;580000;5; 2 ;48;540; 2 ;0;3;185;0;1903;2005
2375;405000;3; 1 ;31;1411; 1 ;0;3;81;143;1984;0
2376;510000;3; 2 ;37;1728; 1 ;0;4;144;0;1967;0
2377;173000;2; 1 ;19;941; 1 ;0;4;74;0;1965;0
2378;210000;4; 2 ;28;691; 1 ;0;3;108;0;1968;1997
2379;445000;3; 1 ;24;510; 1 ;0;4;82;47;1947;1988
2380;585000;3; 3 ;44;135; 3 ;0;3;138;127;2007;0
2381;381000;3; 2 ;42;540; 1 ;0;5;81;300;1950;0
2382;890000;3; 3 ;48;778; 1 ;0;4;185;0;1966;0
2383;235000;3; 2 ;43;873; 1 ;0;4;135;113;1985;0
2384;480000;3; 3 ;29;99; 3 ;2;3;113;0;2005;0
2386;350000;4; 3 ;53;414; 2 ;0;4;121;320;1904;0
2388;599000;5; 3 ;66;415; 1 ;0;3;131;457;1967;2011
2389;210000;4; 2 ;26;706; 1 ;0;4;102;0;1970;0
2390;1184000;4; 3 ;74;675; 2 ;1;5;167;447;1948;1985
2391;545000;3; 1 ;35;450; 2 ;0;3;136;0;1909;2004
2392;299995;3; 3 ;46;675; 2 ;0;3;177;0;1988;2000
2393;440000;3; 1 ;28;518; 2 ;0;4;109;0;1910;0
2394;699000;4; 3 ;76;2470; 2 ;0;3;295;0;1996;0
2395;795000;3; 2 ;56;1607; 1 ;1;5;135;307;1979;0
2396;445000;5; 2 ;57;616; 2 ;0;5;121;373;1911;1984
2397;397990;3; 1 ;27;1068; 1 ;0;4;106;0;1948;0
2398;706000;3; 3 ;44;576; 1 ;0;5;127;163;1942;0
2399;363000;3; 4 ;38;160; 2 ;0;3;121;103;2008;0
2400;850000;4; 3 ;49;1066; 2 ;0;4;192;0;1972;0
2401;620000;2; 1 ;33;270; 2 ;0;3;117;43;1929;0
2402;1228000;4; 3 ;133;4045; 2 ;4;3;385;483;1991;0
2403;333000;4; 3 ;44;832; 1 ;0;4;172;0;1963;0
2404;743000;3; 2 ;49;1013; 1 ;0;4;190;0;1961;2001
2405;448000;2; 2 ;38;340; 1 ;0;4;80;247;1940;2001
2406;485000;4; 3 ;57;3157; 2 ;0;3;222;0;1989;0
2407;489950;4; 3 ;61;2875; 1 ;0;4;238;0;1986;0
2408;498500;5; 3 ;69;668; 2 ;0;3;269;0;1996;0
2409;531000;3; 3 ;49;876; 2 ;0;3;191;0;1988;2000
2410;670000;3; 3 ;48;578; 1 ;3;3;156;107;1956;2001
2411;310000;5; 3 ;44;450; 1 ;0;3;99;260;1997;0
2412;835000;3; 3 ;65;1127; 2 ;4;4;144;397;1977;0
2413;1688000;4; 3 ;70;675; 2 ;0;3;270;0;1937;1994
2414;495000;4; 3 ;50;652; 2 ;0;3;193;0;2003;0
2415;495000;3; 2 ;41;837; 1 ;0;4;159;0;1955;2009
2417;280000;1; 1 ;10;605; 1 ;0;3;38;0;1922;2008
2418;1070000;4; 3 ;76;3190; 2 ;0;3;294;0;1989;0
2419;1034500;4; 3 ;55;977; 2 ;0;3;213;0;2003;0
2420;248000;4; 3 ;41;527; 2 ;0;3;159;0;2003;0
2421;294000;4; 3 ;51;762; 1 ;0;3;134;240;1990;2009
2423;656500;4; 2 ;63;428; 1 ;0;4;131;417;1919;1985
2424;660000;3; 3 ;54;267; 2 ;0;5;194;60;1925;0
2425;370000;2; 1 ;28;1545; 1 ;0;4;110;0;1947;1988
2427;223000;2; 1 ;21;888; 1 ;0;3;82;0;1957;2000
2428;560000;4; 2 ;44;349; 2 ;0;4;98;263;1944;0
2429;594000;4; 2 ;43;468; 2 ;0;4;108;223;1937;0
2431;315000;3; 3 ;44;630; 2 ;0;3;169;0;1993;0
2432;430000;4; 2 ;44;540; 1 ;0;4;100;260;1947;1988
2433;440000;3; 3 ;36;665; 1 ;0;5;93;177;1972;0
2434;312500;2; 2 ;25;108; 2 ;0;3;96;0;1999;0
2435;1240000;5; 4 ;102;1294; 2 ;0;3;397;0;2006;0
2436;300000;3; 4 ;34;111; 2 ;0;3;106;97;2008;0
2437;680000;3; 3 ;60;324; 3 ;0;3;231;0;2007;0
2438;336750;2; 3 ;27;91; 2 ;0;3;105;0;2009;0
2439;822500;5; 4 ;54;446; 2 ;0;5;155;200;1926;0
2441;863000;4; 3 ;96;2013; 2 ;0;3;371;0;1997;0
2442;210000;2; 2 ;33;511; 1 ;0;4;130;0;1978;2000
2444;1125000;6; 4 ;70;392; 2 ;0;3;180;337;2014;0
2445;285000;3; 2 ;43;774; 1 ;0;3;83;307;1905;2014
2446;230000;2; 1 ;22;680; 1 ;0;3;84;0;1986;0
2447;845000;4; 3 ;95;10389; 2 ;0;3;366;0;2002;0
2448;350000;3; 2 ;42;859; 1 ;0;3;111;197;1976;0
2449;304000;3; 1 ;30;737; 2 ;0;4;115;0;1947;1988
2450;370000;2; 1 ;21;414; 1 ;0;3;81;0;1951;1994
2452;440000;4; 3 ;47;682; 1 ;0;3;110;263;1974;0
2453;1030000;4; 3 ;64;432; 2 ;0;3;176;263;1905;2005
2455;1335000;5; 3 ;98;522; 3 ;0;4;262;430;1906;1990
2456;235000;3; 2 ;44;769; 1 ;0;3;86;317;1980;0
2457;499950;3; 1 ;43;270; 2 ;0;3;129;133;1926;2003
2458;622500;5; 3 ;77;2138; 2 ;0;4;197;377;1975;0
2459;300000;4; 3 ;63;973; 1 ;0;4;140;380;1966;0
2460;205000;3; 1 ;30;591; 1 ;0;5;116;0;1976;0
2461;435000;3; 2 ;35;736; 1 ;0;3;135;0;1997;0
2462;697000;4; 3 ;85;4352; 2 ;0;4;329;0;1978;2000
2463;153000;3; 1 ;30;576; 2 ;0;3;114;0;1944;0
2464;454000;4; 3 ;61;3510; 2 ;0;3;237;0;1979;2014
2465;345000;2; 2 ;42;2395; 1 ;0;5;112;187;1987;0
2466;585000;3; 1 ;43;253; 2 ;0;4;142;97;1927;0
2467;380000;4; 3 ;59;573; 2 ;0;3;168;223;2000;0
2468;250600;4; 3 ;45;779; 1 ;0;3;101;270;1981;2013
2469;890000;4; 3 ;64;1215; 2 ;0;3;249;0;1974;0
2470;370000;4; 3 ;52;480; 2 ;0;3;200;0;2001;0
2472;883000;4; 3 ;85;4901; 2 ;0;3;330;0;1999;0
2473;950000;4; 3 ;88;3157; 2 ;0;3;339;0;1989;0
2474;615000;3; 2 ;55;1874; 1 ;0;4;162;183;1978;2000
2475;305000;3; 2 ;28;472; 1 ;0;4;55;200;1983;0
2476;590000;4; 3 ;47;717; 2 ;0;4;181;0;1989;0
2477;485000;3; 3 ;37;546; 2 ;0;3;142;0;1985;0
2478;215000;2; 1 ;17;648; 1 ;0;3;64;0;1943;2002
2480;324900;4; 3 ;44;717; 2 ;0;3;169;0;2000;0
2481;849900;2; 2 ;53;57708; 2 ;0;3;205;0;1990;2009
2482;975000;5; 3 ;72;901; 1 ;2;4;149;480;1973;0
2483;910000;5; 3 ;55;360; 2 ;0;3;212;0;1993;0
2484;459950;3; 2 ;43;618; 1 ;2;5;99;250;1919;1934
2485;325000;3; 3 ;48;750; 2 ;0;3;186;0;1997;0
2486;513000;4; 3 ;47;636; 1 ;0;5;91;337;1958;0
2488;419000;4; 3 ;62;715; 2 ;0;3;242;0;1993;0
2489;760000;4; 3 ;56;926; 1 ;4;3;153;240;1958;2004
2490;1120000;5; 2 ;59;599; 2 ;3;4;211;67;1954;1979
2491;129000;2; 1 ;27;2717; 1 ;0;3;104;0;1950;2005
2492;725000;5; 3 ;75;1080; 1 ;0;4;165;460;1968;0
2493;580000;3; 3 ;47;416; 2 ;0;3;184;0;1992;0
2494;385000;3; 3 ;45;435; 1 ;0;4;95;287;1921;0
2495;265000;4; 2 ;44;953; 1 ;0;5;171;0;1958;0
2496;1735000;3; 3 ;100;2888; 2 ;4;5;226;600;1982;0
2497;330000;3; 3 ;25;104; 2 ;0;3;65;117;2005;0
2498;665000;4; 3 ;65;3878; 2 ;0;4;251;0;1989;0
2499;799000;3; 3 ;66;400; 2 ;0;3;257;0;2000;0
2500;589000;3; 2 ;52;792; 1 ;0;4;113;333;1925;1968
2501;1695000;2; 3 ;74;270; 2 ;2;5;179;393;1900;0
2502;538000;3; 1 ;34;648; 1 ;0;3;113;67;1906;2014
2503;530100;3; 1 ;36;306; 2 ;0;3;108;113;1926;2003
2504;718500;3; 2 ;68;594; 2 ;0;4;173;330;1900;1988
2505;299000;3; 2 ;27;1253; 1 ;0;5;106;0;1962;0
2506;556000;3; 2 ;38;669; 1 ;0;3;98;183;1948;1994
2507;171000;4; 2 ;35;1770; 1 ;0;3;92;167;1920;1979
2510;795000;4; 4 ;74;293; 2 ;0;3;240;177;2007;0
2512;379500;3; 3 ;33;116; 2 ;0;3;116;40;2005;0
2514;415500;4; 3 ;41;430; 2 ;0;3;158;0;2009;0
2515;397500;3; 2 ;35;604; 1 ;0;3;96;147;1972;2002
2516;530000;3; 3 ;45;649; 2 ;0;3;174;0;2005;0
2517;883000;4; 3 ;69;3749; 2 ;0;3;266;0;1985;0
2518;850000;5; 3 ;68;1069; 1 ;0;5;149;420;1968;0
2519;496752;2; 1 ;46;450; 1 ;0;4;98;297;1923;0
2520;330000;3; 2 ;33;798; 1 ;0;3;129;0;1950;2005
2521;735000;4; 3 ;57;377; 2 ;2;3;221;0;2010;0
2522;525000;4; 3 ;55;443; 2 ;0;3;212;0;2008;0
2523;269950;3; 3 ;44;435; 2 ;0;3;156;53;2002;0
2524;650000;3; 2 ;50;854; 1 ;0;3;116;283;1953;0
2525;520500;3; 2 ;44;729; 1 ;0;4;86;317;1940;2001
2526;652500;4; 3 ;63;821; 2 ;0;3;243;0;1990;2009
2527;506000;5; 3 ;56;720; 1 ;0;4;123;353;1957;2001
2529;500000;4; 3 ;53;1381; 1 ;0;5;205;0;1960;0
2530;460000;3; 2 ;36;424; 1 ;0;4;77;230;1949;1985
2531;371025;3; 2 ;36;803; 1 ;0;3;138;0;1977;2004
2533;353500;4; 3 ;41;864; 2 ;0;3;158;0;1987;2000
2534;1735000;4; 3 ;71;450; 2 ;3;4;187;320;1926;1993
2535;183000;3; 2 ;25;729; 1 ;0;4;96;0;1957;2001
2536;763101;3; 2 ;46;500; 1 ;0;4;99;297;1939;1989
2538;825000;4; 2 ;44;624; 2 ;0;3;170;0;1919;2001
2539;265000;3; 1 ;23;824; 1 ;0;3;90;0;1969;2010
2541;418000;4; 3 ;55;563; 1 ;2;3;131;300;1960;2012
2542;554000;3; 4 ;79;9801; 2 ;0;3;243;227;1999;0
2543;534500;3; 3 ;39;284; 2 ;0;3;153;0;2005;0
2544;690000;2; 2 ;37;360; 1 ;0;5;77;250;1918;0
2546;357186;2; 2 ;28;94; 2 ;0;3;109;0;2014;0
2547;300000;5; 3 ;45;572; 1 ;0;3;108;247;2007;0
2548;304000;4; 2 ;42;788; 1 ;0;2;100;233;1967;0
2549;385000;4; 2 ;39;367; 1 ;0;4;78;273;1984;0
2550;415000;4; 2 ;42;267; 1 ;0;4;90;267;1923;0
2551;963000;4; 4 ;76;594; 2 ;0;3;295;0;2007;0
2553;309212;3; 2 ;27;864; 1 ;0;3;104;0;1979;2014
2554;235000;2; 2 ;20;162; 2 ;0;3;79;0;1999;0
2555;667000;3; 2 ;40;729; 2 ;0;3;155;0;1907;1983
2556;470000;3; 2 ;35;720; 1 ;0;4;136;0;1956;0
2557;375000;4; 2 ;29;270; 1 ;0;3;94;67;1908;1988
2558;410000;4; 2 ;37;862; 1 ;0;3;142;0;1953;0
2559;566000;4; 3 ;50;696; 2 ;0;3;195;0;1987;2000
2560;680000;4; 3 ;58;446; 2 ;0;3;225;0;2010;0
2561;332000;1; 1 ;22;238; 1 ;0;3;68;67;1908;1988
2564;445000;3; 2 ;44;2911; 2 ;3;3;170;0;1976;0
2565;825000;4; 3 ;65;882; 1 ;0;4;154;367;1973;0
2566;1095000;4; 4 ;82;756; 2 ;0;5;237;300;1958;0
2567;277000;3; 1 ;26;768; 1 ;0;4;99;0;1957;2001
2568;545000;3; 3 ;45;880; 1 ;2;3;130;167;1975;0
2569;435000;3; 3 ;53;857; 2 ;0;3;207;0;2003;0
2570;638000;3; 3 ;49;324; 2 ;0;3;190;0;2005;0
2571;418000;4; 2 ;28;952; 1 ;0;3;110;0;1965;1993
2572;499000;3; 2 ;41;1109; 1 ;0;4;132;93;1968;0
2573;150000;3; 2 ;29;725; 1 ;0;4;111;0;1949;1985
2574;759950;3; 3 ;72;2141; 2 ;0;3;279;0;2002;0
2575;427000;3; 3 ;43;5881; 1 ;0;3;137;103;1991;0
2576;632500;5; 3 ;61;639; 2 ;0;3;238;0;2003;0
2577;660000;6; 2 ;43;250; 1 ;0;3;95;260;1900;2005
2578;862000;4; 3 ;74;1311; 2 ;0;3;287;0;1990;2009
2579;524000;2; 1 ;26;180; 2 ;0;3;101;0;1910;2006
2580;470000;3; 2 ;41;605; 1 ;0;3;104;200;1958;2004
2581;385000;3; 2 ;37;892; 2 ;0;3;143;0;2000;0
2582;575000;4; 3 ;49;864; 2 ;0;3;191;0;1985;0
2583;220000;4; 3 ;52;884; 1 ;0;4;123;290;1988;0
2584;460000;2; 1 ;21;189; 1 ;0;4;68;43;1919;1985
2585;1712500;3; 4 ;68;489; 3 ;3;4;220;167;1978;2000
2586;175000;3; 2 ;28;657; 1 ;0;3;110;0;1973;2013
2587;465000;3; 3 ;62;675; 1 ;0;4;148;343;1966;0
2588;552000;3; 1 ;26;207; 1 ;0;4;74;100;1912;1989
2589;565000;4; 3 ;73;12545; 2 ;0;4;282;0;1981;0
2590;518000;4; 3 ;40;675; 1 ;0;4;110;173;1976;1992
2591;899950;4; 4 ;76;487; 2 ;1;3;212;310;2006;0
2592;373000;3; 1 ;41;515; 2 ;0;4;103;210;1926;1993
2593;385000;4; 3 ;69;455; 2 ;0;3;266;0;2006;0
2594;245000;2; 1 ;28;439; 1 ;0;3;88;73;1943;2002
2596;699850;4; 4 ;62;555; 2 ;0;3;242;0;2002;0
2597;450000;6; 3 ;82;1060; 1 ;0;4;266;197;1948;0
2598;455000;2; 2 ;30;1098; 2 ;0;3;118;0;1970;2014
2599;650000;4; 3 ;61;374; 3 ;0;5;172;233;1910;0
2600;378000;5; 3 ;64;721; 1 ;0;4;144;387;1960;2001
2601;220000;3; 2 ;33;720; 1 ;0;4;127;0;1940;2001
2604;921000;4; 2 ;52;855; 1 ;0;4;134;243;1954;1979
2605;375000;4; 3 ;47;9840; 2 ;0;4;184;0;1973;0
2606;999000;4; 3 ;65;1725; 2 ;0;3;252;0;1992;0
2607;335000;3; 2 ;47;540; 1 ;0;3;121;233;1957;2000
2608;1920000;4; 3 ;71;3097; 1 ;3;4;186;333;1950;1983
2609;385000;2; 1 ;19;2370; 1 ;3;4;75;0;1928;0
2611;429000;5; 3 ;54;405; 2 ;0;3;211;0;2009;0
2612;523950;3; 3 ;33;115; 3 ;0;3;128;0;2006;0
2614;284000;3; 3 ;44;541; 2 ;0;3;169;0;2009;0
2615;852880;4; 4 ;80;557; 2 ;0;3;311;0;2014;0
2616;320000;3; 3 ;28;126; 3 ;0;3;108;0;2005;0
2617;749995;4; 4 ;80;888; 2 ;0;3;309;0;2014;0
2618;468500;3; 3 ;31;107; 2 ;0;3;101;77;2007;0
2619;492500;5; 3 ;60;897; 2 ;0;3;231;0;2006;0
2620;685000;4; 4 ;66;417; 3 ;0;3;256;0;2008;0
2621;542525;4; 3 ;62;504; 2 ;0;3;239;0;2014;0
2623;242000;3; 2 ;30;677; 2 ;0;4;115;0;1988;0
2624;325000;4; 3 ;61;638; 2 ;0;3;235;0;1987;2000
2625;837700;5; 3 ;70;1135; 2 ;0;3;271;0;1994;0
2626;210000;1; 1 ;22;642; 1 ;0;3;84;0;1948;1994
2627;187500;3; 2 ;27;630; 1 ;0;4;106;0;1977;0
2628;560000;5; 1 ;40;819; 2 ;0;4;119;130;1926;1993
2629;272000;3; 2 ;32;673; 1 ;0;3;124;0;1989;0
2630;235000;3; 2 ;28;655; 1 ;0;4;107;0;1968;0
2631;259000;3; 2 ;43;532; 1 ;0;3;114;200;1986;0
2632;866059;5; 4 ;73;432; 2 ;0;3;231;187;2014;0
2633;473000;2; 1 ;21;459; 1 ;0;4;81;0;1909;1989
2634;405000;3; 2 ;44;666; 1 ;0;3;133;133;1968;1997
2635;870000;4; 5 ;70;440; 2 ;3;4;175;357;1951;1996
2636;475000;3; 3 ;53;518; 1 ;1;4;104;377;1985;0
2637;499500;3; 3 ;69;1972; 2 ;0;3;267;0;1998;2006
2638;386000;2; 3 ;38;288; 2 ;0;3;146;0;2008;0
2639;458000;4; 2 ;36;270; 2 ;0;3;122;67;1918;0
2640;550000;3; 2 ;52;7040; 2 ;0;5;202;0;1976;0
2643;536000;4; 3 ;46;535; 2 ;0;3;179;0;1991;0
2644;247200;3; 2 ;32;785; 1 ;0;3;123;0;1982;0
2645;250000;2; 2 ;25;122; 2 ;0;3;98;0;1983;2009
2646;204950;4; 2 ;40;841; 1 ;0;3;106;187;1978;0
2647;430000;3; 2 ;40;810; 1 ;0;3;123;120;1978;0
2648;250000;4; 3 ;42;729; 2 ;0;3;162;0;1998;2006
2649;260000;3; 2 ;33;1160; 1 ;2;3;98;117;1958;2004
2650;547000;4; 1 ;40;252; 2 ;0;4;108;173;1926;1993
